bank,city,review,date
AXIS BANK,guwahati,"First of all, I am not in need of Axis Bank housing loan . I am in need of a personal loan or loan against my property. I am not happy with the level of service offered by them, as the response was not good. I kept calling them every now and then. It did not match their criteria and I am in need of more money for the purchase of land.","Sep 28, 2014"
AXIS BANK,mumbai,"I did not find anything interesting with Axis bank housing loan. They were not active basically, if they would have confirmed the loan amount initially I would have taken loan from them . Interest rate offered by them is quite similar to every other banks. Most likely , they were about to provide some discount on the processing fee.","Sep 28, 2014"
AXIS BANK,chennai,Axis bank housing loan followupí¢??s were good. There was some issues with my property that is why I had not taken this housing loan. I am happy with the interest rate and processing fee charged by them. ,"Sep 26, 2014"
AXIS BANK,pune,Axis bank housing loan process is fine. They did not respond quickly and I was expecting a quick response from them. They did not call me at all they called me after 1.5 weeks . Interest rate and processing fee charged by them is quite similar to other banks . I have taken a loan from union bank of India.,"Sep 26, 2014"
AXIS BANK,chennai,"Axis bank housing loan process is fine. It is fine it would be great if they provide complete information about the cheque during the initial part itself. Also, when I asked them the reason why they were asking for post dated cheques they were unable to answer for that. Processing fee was also high and interest rate was also high.","Sep 26, 2014"
AXIS BANK,kolkata,"I have not taken this housing loan with Axis bank as the work has not been accomplished yet. The builder initially confirmed that he would be able to complete the work within a scheduled time however he was unable to . In fact he returned the money back and thereby, I have withdrawn that plan of taking the housing loan with Axis.","Sep 26, 2014"
AXIS BANK,chennai,"Axis bank housing loan process is fine. I was initially told that there will be providing some offer at time of applying for the loan. However after verifying my documents after sometime they confirmed that the offer is not valid and its expired. It could have been better if they given this information before hand. I have not finalized the property yet, so I am yet to take this housing loan.","Sep 26, 2014"
AXIS BANK,bhubaneshwar,"The first and foremost reason for not taking the housing loan with Axis bank is because, I had taken a housing loan from SBI. Customer service offered by them was good SBI was offering around rs 4000 where as Axis is charging me around rs 4000 as the processing fee. I can also understand each and every bank has got its own policies.","Sep 26, 2014"
AXIS BANK,mumbai,"I got to know about bankbazaar through Internet. The website is giving lot of options in all aspects. Once I applied for a home loan through them, I got call from different banks for home loans. The website is giving comparative interest rate with various banks.","Sep 26, 2014"
AXIS BANK,new delhi,I have not taken this housing loan because the property which I have finalized is not approved by the government. As a result I did not avail this housing loan with Axis. Customer service offered by them was good. I am unable to comment much about them as I did not avail their services.,"Sep 26, 2014"
AXIS BANK,chennai,"The land value is 8 lakhs , however if we calculate that with interest the total amount , principle and interest its exceeding 20 lakhs if I repay it in a span of 20 years. As the interest rate is very high for the Axis bank housing loan . Customer service offered by them was good and the response was also good.","Sep 26, 2014"
AXIS BANK,faridabad,"Once I applied for a home loan through Axis bank online, I got a information that they are funding for plot loans. And on further procedure they told that they are funding for only sector areas. Since I looked out funding for coast related plot loan, they are not ready to sanction the loan to me. I would suggest them to maintain a proper check list for the area of providing loans.","Sep 26, 2014"
