name,club,pos,status,news,chance_of_playing_this_round,chance_of_playing_next_round,now_cost,total_points,event_points,minutes,points_per_game,points_per_game_last3,form,value_form,value_season,dreamteam_count,selected_by_percent,transfers_out,transfers_in,transfers_out_event,transfers_in_event,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,ep_this,ep_next
Fabio Pereira da Silva,Middlesbrough,Defender,active,,100,100,4.4,27,9,705,3,3.3,4,0.9,6.1,0,0.2,4168,12227,1891,7022,-1,0,1,0,0,0,3,10,0,0,0,2,0,0,3,139,136.8,114.5,22,27.4,0,4,4
Pablo Maffeo,Man City,Defender,long loan,Loaned to Girona,0,0,4.5,0,0,0,0,0,0,0,0,0,0,747,676,68,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke McGee,Spurs,Goalkeeper,short loan,Joined Peterborough on loan until January. - Expec,0,0,4,0,0,0,0,0,0,0,0,0,0.1,2721,2995,135,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Chalobah,Chelsea,Midfielder,active,,100,100,4.5,10,0,79,1.3,1,0.5,0.1,2.2,0,0,757,907,34,36,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,35,30.4,27.8,7,6.5,0,0.5,2
Aiden O'Neill,Burnley,Midfielder,active,,100,100,4.3,3,0,85,1,1,0,0,0.7,0,0,1339,1481,82,107,-2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,16,7.6,5.1,8,2.1,0,-1.5,-0.5
Josh Robson,Sunderland,Defender,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.1,2933,4729,168,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,-0.5
Steven Pienaar,Sunderland,Midfielder,major injury,Calf injury - Expected back 21 Jan,0,0,4.8,13,0,690,1.1,1.3,0.3,0.1,2.7,0,0,928,879,29,22,-2,0,2,0,0,0,2,11,0,0,0,4,1,0,0,65,73.8,98.9,86,25.9,0,-1.2,0
Reece Burke,West Ham,Defender,long loan,Season-long loan to Wigan,0,0,4,0,0,0,0,0,0,0,0,0,0,2457,2385,65,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Fletcher,West Ham,Forward,active,,100,100,5,11,0,308,1,1,0.3,0.1,2.2,0,0.2,10208,11991,577,258,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,17,17.2,57.3,120,18.3,0,-0.2,1.3
Ryan Fraser,Bournemouth,Midfielder,active,,100,100,4.8,47,13,506,4.7,7.3,5.5,1.1,9.8,2,0.9,13489,49842,6003,29358,-2,0,2,0,3,3,3,6,0,0,0,0,0,0,5,140,143,110.5,132,38.5,0,4.5,6
Thomas Robson,Sunderland,Defender,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.1,3824,5700,206,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,-0.5
Javier Manquillo,Sunderland,Defender,active,,100,100,4.3,13,1,668,1.3,1,0.3,0.1,3,0,0,2097,2295,56,42,-2,0,2,0,0,0,0,13,0,0,0,1,0,0,0,68,88.2,51.5,30,17,0,-0.9,-0.2
Roberto Pereyra,Watford,Midfielder,major injury,Knee injury - Unknown return date,0,0,5.9,43,0,1036,3.3,0.7,0,0,7.3,0,0.3,60262,63138,840,48,-1,0,1,0,2,3,3,17,0,0,0,2,1,0,2,186,168,239.3,141,54.7,0,0,0
Daryl Janmaat,Watford,Defender,minor injury,Groin Injury - 50% chance of playing,50,50,4.5,20,0,573,1.8,1,0.5,0.1,4.4,0,0.1,13317,14916,786,113,-5,-1,5,1,1,1,0,12,0,0,0,0,0,0,0,104,132,84.8,109,32.7,0,0,0.3
Claudio Bravo,Man City,Goalkeeper,active,,100,100,5.2,58,2,1530,3.4,3.3,3,0.6,10.9,1,1.8,89995,116685,6047,1452,-3,-1,3,1,0,0,4,19,0,1,0,0,0,31,3,285,261.4,0,0,26,0,3.5,3
Edimilson Fernandes,West Ham,Midfielder,active,,100,100,4.8,14,1,399,1.2,1,1,0.2,2.9,0,0,633,700,40,37,-2,-1,2,1,0,0,1,7,0,0,0,2,0,0,0,49,42.4,61.4,92,19.3,0,0.5,2
Hiram Boateng,Crystal Palace,Midfielder,long loan,Joined Northampton on loan until the end of the se,0,0,4.5,0,0,0,0,0,0,0,0,0,0,586,502,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julien Ngoy,Stoke,Forward,active,,100,100,4.5,1,0,5,1,1,0,0,0.2,0,0.1,3468,4830,203,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0,0,0.1,0,0,0.5
Ben Hinchcliffe,Hull,Forward,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,1893,2521,108,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5
Oliver McBurnie,Swansea,Forward,active,,100,100,4.5,3,0,46,1,1,0.3,0.1,0.7,0,0.1,4675,5815,194,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2.6,7.4,31,4.1,0,0.8,-0.7
Maksymilian Stryjek,Sunderland,Goalkeeper,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.1,1829,3890,253,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,-0.5
Jack Rose,West Brom,Goalkeeper,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.2,3598,8278,372,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Lucas PÃƒÂ©rez,Arsenal,Forward,active,,100,100,7.8,13,5,210,1.9,2.7,2,0.3,1.7,0,0.1,38741,39385,398,769,-7,0,7,0,1,0,1,1,0,0,0,0,0,0,0,64,60.4,91,100,25,0,2.5,3.5
Simone Zaza,West Ham,Forward,minor injury,Lack of match fitness - 50% chance of playing,50,50,6,10,0,459,1.3,1.3,0,0,1.7,0,0.1,44037,44097,196,66,-10,0,10,0,0,0,2,14,0,0,0,2,0,0,0,21,16.4,112.4,207,32.9,0,-0.3,0.5
Sofiane Boufal,Southampton,Midfielder,major injury,Knee injury - Expected back 31 Jan,0,0,6.8,24,1,624,2.2,1.3,1.3,0.2,3.5,0,0.1,10905,12467,1595,84,-2,0,2,0,1,0,3,10,0,0,0,3,0,0,1,104,145.2,229.9,141,51.8,0,0.8,0
Stefano Okaka,Watford,Forward,minor injury,Hamstring injury - 75% chance of playing,75,75,5.3,17,0,197,3.4,5.3,0,0,3.2,1,0.1,18162,21600,1834,163,-2,0,2,0,2,0,0,4,0,0,0,1,0,0,3,66,80.6,15.4,144,23.8,0,-0.1,0
Patrick Bamford,Burnley,Forward,minor injury,Illness - 75% chance of playing,75,75,4.9,6,1,39,1,1,0.3,0.1,1.2,0,0,3027,3567,124,65,-1,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,14,0.2,6.9,8,1.3,0,-1.2,-0.2
David Marshall,Hull,Goalkeeper,active,,100,100,4.5,31,1,1350,2.1,1.3,1.8,0.4,6.9,0,0.1,4150,6830,435,520,0,0,0,0,0,0,0,37,1,0,0,0,0,56,0,239,374.8,0.3,0,37.5,0,0.8,1.3
Shkodran Mustafi,Arsenal,Defender,active,,100,100,5.8,36,0,1104,2.8,1.7,0,0,6.2,0,1,86404,99448,2146,4967,-2,0,2,0,0,1,3,12,0,0,0,4,0,0,2,235,263.4,66.3,114,44.5,0,0.5,1.5
Adrian Mariappa,Watford,Defender,major injury,Knee injury - Expected back 21 Jan,0,0,4,0,0,0,0,0,0,0,0,0,0.3,13681,22056,1271,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Keane,Hull,Forward,major injury,Knee injury - Unknown return date,0,0,4.5,8,0,280,1.6,1.7,0,0,1.8,0,0.3,35387,39555,996,76,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,9,2.8,50.1,39,8.3,0,0,0
Alfie Mawson,Swansea,Defender,active,,100,100,4.5,27,11,810,3,4,3.3,0.7,6,1,0,1033,2293,303,1243,0,0,0,0,1,0,2,20,1,0,0,0,0,0,4,179,217.4,27.5,82,32.7,0,3.8,2.3
Didier Ndong,Sunderland,Midfielder,short loan,On international duty at the Africa Cup of Nations,0,0,4.8,32,6,1306,2,3.3,3.3,0.7,6.7,0,0,1015,1190,130,108,-2,0,2,0,0,1,2,27,0,0,0,4,0,0,1,197,133.8,132.4,34,29.9,0,1.8,0
Jeff Hendrick,Burnley,Midfielder,active,,100,100,5.4,40,1,1361,2.5,1.7,1.3,0.2,7.4,0,0.1,3950,5860,278,368,-1,0,1,0,2,0,3,26,0,0,0,5,0,0,1,139,155.2,121.6,170,44.6,0,-0.2,0.8
Marcos Alonso,Chelsea,Defender,active,,100,100,6.5,83,1,1270,5.5,3.3,4,0.6,12.8,1,8.6,108550,434126,38642,8902,5,0,-5,0,1,3,10,6,0,0,0,2,0,0,3,333,240.8,265.4,202,70.9,0,3,5.5
Bruno Martins Indi,Stoke,Defender,active,,100,100,4.9,59,6,1530,3.5,4,3.3,0.7,12,1,0.6,13408,34162,2217,4019,-1,0,1,0,1,0,6,26,0,0,0,0,0,0,5,321,347,7.1,124,48,0,3.3,3.8
Adama TraorÃƒÂ©,Middlesbrough,Midfielder,active,,100,100,4.8,25,3,771,1.8,2.3,2,0.4,5.2,0,0.2,13203,21501,1595,2282,-2,0,2,0,0,0,4,6,0,0,0,1,0,0,0,119,119.2,122.7,96,33.8,0,2,2
Pau LÃƒÂ_pez Sabata,Spurs,Goalkeeper,active,,100,100,5,0,0,0,0,0,0,0,0,0,0,368,393,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0
Georges-KÃƒÂ©vin Nkoudou,Spurs,Midfielder,active,,100,100,6.8,5,0,40,1,1,0,0,0.7,0,0,486,477,29,16,-2,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,15,12,7,24,4.4,0,-0.5,0
James Weir,Hull,Midfielder,active,,100,100,4.3,0,0,0,0,0,0,0,0,0,0,468,634,52,101,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5
Islam Slimani,Leicester,Forward,short loan,On international duty at the Africa Cup of Nations,0,0,8.3,58,0,903,4.5,4,3,0.4,7,1,0.8,140481,148958,9634,341,-2,0,2,0,5,3,5,14,0,0,0,1,0,0,7,192,238.8,161.2,348,73.9,0,3,0
ÃƒÂÅlvaro Arbeloa,West Ham,Defender,major injury,Leg injury - Expected back 21 Jan,0,0,4.6,0,0,258,0,0,0,0,0,0,0.1,5264,5019,177,34,-4,0,4,0,0,0,0,9,0,0,0,3,0,0,0,34,37,32.5,3,7.3,0,0,0
Dieumerci Mbokani,Hull,Forward,short loan,On international duty at the Africa Cup of Nations,0,0,5.5,23,2,679,2.6,2,2,0.4,4.2,0,0.1,6835,7656,621,83,0,0,0,0,0,2,2,15,0,0,0,0,0,0,0,33,52,84.9,213,35.2,0,1,0
David Luiz Moreira Marinho,Chelsea,Defender,active,,100,100,6.2,66,1,1440,4.1,2.7,3.8,0.6,10.6,0,4.1,76599,194022,13555,10450,2,0,-2,0,0,0,10,11,0,0,0,3,0,0,1,335,287,74.2,146,50.9,0,3.8,5.3
Hal Robson-Kanu,West Brom,Forward,active,,100,100,5,27,1,207,1.8,4,3.3,0.7,5.4,0,0.5,19004,34663,4823,3138,0,0,0,0,1,2,0,3,0,0,0,1,0,0,2,75,75.6,50.1,49,17.1,0,4.3,2.3
Moussa Sissoko,Spurs,Midfielder,active,,100,100,6.7,29,1,570,2.4,3,2.3,0.3,4.3,0,0.1,12537,12391,454,246,-3,0,3,0,0,3,4,2,0,0,0,2,0,0,0,99,83.2,198.1,169,44.2,0,1.8,2.3
Markus Henriksen,Hull,Midfielder,major injury,Shoulder injury - Expected back 22 Apr,0,0,4.9,16,1,572,1.5,0.7,0.5,0.1,3.3,0,0,867,928,59,29,-6,-1,6,1,0,0,0,12,0,0,0,1,0,0,0,64,46.2,47.8,40,13.3,0,-0.5,0
Lee Grant,Stoke,Goalkeeper,active,,100,100,4.4,63,6,1350,4.2,2.3,2.5,0.6,14.3,2,8,50691,359650,12509,49845,4,0,-4,0,0,0,6,18,0,0,0,0,0,46,6,302,329.8,0,0,33.1,0,2.5,3
Victor Anichebe,Sunderland,Forward,major injury,Hamstring injury - Expected back 21 Jan,0,0,4.6,36,0,690,3.6,1.7,1.3,0.3,7.7,1,3,197749,311267,45120,1982,1,-1,-1,1,3,1,2,12,0,0,0,1,0,0,5,133,162.4,110.9,349,61.9,0,-0.1,0
Mathieu Flamini,Crystal Palace,Midfielder,active,,100,100,4.3,8,0,237,1.3,1.7,1,0.2,1.9,0,0.1,3246,5322,457,753,-2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,33,26.6,12.8,2,4.1,0,1.5,1
Michael SimÃƒÂµes Domingues,Sunderland,Goalkeeper,active,,100,100,4.4,0,0,0,0,0,0,0,0,0,0,253,283,14,9,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,-0.5
Aleix GarcÃƒÂ_a Serrano,Man City,Midfielder,active,,100,100,5,3,0,29,1,1,0,0,0.6,0,0,371,376,34,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,3.6,2.5,0,0.7,0,0.5,0
Jonathan Benteke,Crystal Palace,Forward,major injury,Knee injury - Expected back 04 Feb,0,0,4.3,1,0,7,1,1,0,0,0.2,0,0.2,13565,16633,1351,2556,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.3,9,1.4,0,0,0
Ezekiel Fryers,Crystal Palace,Defender,active,,100,100,4.5,9,0,188,1.1,0.7,0.3,0.1,2,0,0,719,930,38,22,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,38,41.6,36.3,8,8.6,0,0.8,0.3
Luke Dreher,Crystal Palace,Midfielder,active,,100,100,4.4,0,0,0,0,0,0,0,0,0,0,134,150,11,10,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Oviemuno Ejaria,Liverpool,Midfielder,active,,100,100,4.4,2,0,8,1,1,0,0,0.5,0,0,171,196,13,21,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1.3,2,0.3,0,1.5,0
Ben Hamer,Leicester,Goalkeeper,active,,100,100,4.4,0,0,0,0,0,0,0,0,0,0,304,278,14,7,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5
Lloyd Isgrove,Southampton,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,145,161,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0
Ben Wynter,Crystal Palace,Defender,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.2,4739,8211,309,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Jake Hesketh,Southampton,Midfielder,major injury,Knock - Expected back 02 Jan,0,0,4.5,0,0,0,0,0,0,0,0,0,0,115,141,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Honeyman,Sunderland,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,130,173,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,-0.5
Jeff Reine-Adelaide,Arsenal,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,120,146,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5
Olufela Olomola,Southampton,Midfielder,active,,100,100,4.4,0,0,0,0,0,0,0,0,0,0,144,183,27,42,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0
Dominic Solanke,Chelsea,Forward,active,,100,100,5,0,0,0,0,0,0,0,0,0,0,423,503,51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Raphael Spiegel,West Ham,Goalkeeper,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.2,1863,6614,327,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,1
Sam McQueen,Southampton,Midfielder,active,,100,100,4.3,18,2,480,2,1.7,1,0.2,4.2,0,0.1,3389,5468,418,568,-2,0,2,0,0,1,1,8,0,0,0,0,0,0,0,109,100.6,52.5,19,17.3,0,0.5,1
Ainsley Maitland-Niles,Arsenal,Midfielder,active,,100,100,4.5,1,0,2,1,1,0,0,0.2,0,0,75,82,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0,0,0.2,0,0.5,1.5
Kevin Long,Burnley,Defender,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.1,3763,7027,376,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,-0.5
Dominic Calvert-Lewin,Everton,Forward,major injury,Ankle injury - Expected back 25 Feb,0,0,4.5,4,1,58,1,1,0.8,0.2,0.9,0,0,1236,1748,254,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6.2,1.7,30,3.6,0,0.8,0
Mateusz Hewelt,Everton,Goalkeeper,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.1,784,2168,150,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Stuart Taylor,Southampton,Goalkeeper,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.1,1559,3857,240,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0
Daniel James,Swansea,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,201,248,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1
Thibaud Verlinden,Stoke,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,110,131,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Ryan Allsop,Bournemouth,Goalkeeper,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.1,643,2311,166,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5
Alex Palmer,West Brom,Goalkeeper,long loan,Loaned to Kidderminster Harriers until the end of,0,0,4,0,0,0,0,0,0,0,0,0,0.1,1217,2627,340,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matthew James,Leicester,Midfielder,active,,100,100,4.5,1,0,1,1,1,0,0,0.2,0,0,119,170,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1.5
Ben Woodburn,Liverpool,Midfielder,active,,100,100,4.3,1,0,1,1,1,0,0,0.2,0,0,476,736,69,82,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0,0,0,0,1.5,0
Joshua Sims,Southampton,Midfielder,active,,100,100,4.2,8,0,132,2.7,2.7,0.3,0.1,1.9,0,0.3,10716,23947,2745,4881,-3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,35,32.8,22.5,48,10.3,0,-0.2,0.3
Andrew Eleftheriou,Watford,Defender,active,,100,100,4,0,0,0,0,0,0,0,0,0,0,369,767,72,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0
Michael Phillips,Crystal Palace,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,148,283,57,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Oluwatosin Adarabioyo,Man City,Defender,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,50,74,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Alex Pike,West Ham,Defender,long loan,Season-long loan to Cheltenham,0,0,4,0,0,0,0,0,0,0,0,0,0,602,1697,204,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0
Marcus Browne,West Ham,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,42,75,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,1
Domingos Quina,West Ham,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,63,108,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,1
Noor Husin,Crystal Palace,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,21,45,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Aaron Wan-Bissaka,Crystal Palace,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,29,46,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Josh Maja,Sunderland,Forward,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,417,841,140,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,-0.5
Rekeem Harper,West Brom,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,34,73,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Ethan Robson,Sunderland,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,40,54,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,-0.5
Jonjoe Kenny,Everton,Defender,active,,100,100,4,0,0,0,0,0,0,0,0,0,0,286,750,112,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Elliot Embleton,Sunderland,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,14,21,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,-0.5
Declan Rice,West Ham,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,62,161,28,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,1
Charlie Rowan,Watford,Defender,active,,100,100,4,0,0,0,0,0,0,0,0,0,0,51,240,43,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0
Michael Folivi,Watford,Forward,active,,100,100,4.5,1,1,10,1,1,0.5,0.1,0.2,0,0,68,194,51,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0,0,0,0.5
Brandon Mason,Watford,Defender,active,,100,100,4,1,0,23,1,1,0.5,0.1,0.3,0,0,456,1858,311,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6,0.4,0,0.2,0,0,0.5
Carl Stewart,Watford,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,20,59,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0
Harry Lewis,Southampton,Goalkeeper,active,,100,100,4,0,0,0,0,0,0,0,0,0,0,59,288,59,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3.5
Michael Ledger,Sunderland,Defender,active,,100,100,4,0,0,0,0,0,0,0,0,0,0,52,153,52,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.2,-4.2
Gabriel Fernando de Jesus,Man City,Forward,short loan,Ruled out of 15/1 clash with Everton as his regist,0,0,9,0,0,0,0,0,0,0,0,0,0,520,1616,520,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0
Joey Barton,Burnley,Midfielder,active,,100,100,4.5,0,0,0,0,0,0,0,0,0,0,46,219,46,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3
Ademola Lookman,Everton,Midfielder,active,,100,100,5.5,0,0,0,0,0,0,0,0,0,0,58,241,58,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4,-3.4
Wilfred Ndidi,Leicester,Midfielder,active,,100,100,5,0,0,0,0,0,0,0,0,0,0,33,328,33,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,-4
Rudy Gestede,Middlesbrough,Forward,active,,100,100,5,0,0,0,0,0,0,0,0,0,0,128,966,128,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3,-1.3
